Author,Comment,LikeCount,PublishedAt
@dreammagic911,İyi ki varsınız hocam ❤,1,2024-11-04T16:39:02Z
@dreammagic911,Çok haklısınız hocam. Emeklerinize sağlık👏👏👏,1,2024-11-04T16:33:16Z
@TRANGLE-tk5mc,Hocam çoğu zaman haklısınız ama biraz olaya gercekler çatısı altında vasat bakıp sadece kötü tarafindan yorumladiginizi düşünüyorum siz anlatinca biz olmuşuz bitmisiz gibi blr algı oluşuyor her türlü olumsuzluklara rağmen inanmak gerekiyor en azından olmayacağını bilsek bile yapmak gerekir,0,2024-11-04T16:33:00Z
@brrsmac9400,Hocam TUS konusu ne olacak??,1,2024-11-04T16:32:55Z
@umranarcan5803,Hocam en acısı da  herkesi kendileri gibi sanıp elinin emeği ile bir yerlere gelebilmiş insanlara &#39;&#39; torpilli&#39;&#39; muamelesi yapmaları.,0,2024-11-04T16:06:40Z
@keremtunaa,Zurna dürüm ve ayranla okumayı düşünüyorum :),0,2024-11-04T16:00:53Z
@tuwran,donas candır bu arada,0,2024-11-04T15:56:55Z
@korayvarna,👏👏👏,0,2024-11-04T15:41:04Z
@erburrka1733,Fakirin yuzu gulur mu durumu olmus hocam hahaha,0,2024-11-04T15:21:29Z
@user13560,Hocam Amazon a tekrardan kitap ne zaman gelir,0,2024-11-04T15:11:07Z
@ustaturk7764,Teşekkürler.,0,2024-11-04T15:05:30Z
@ogzkgnertn,sizi izleyerek hiç bişey yapmamaya devam ediyorum hocam bişeyler yapılmasını sen ve senin gibilerden bekliyorum  😉,1,2024-11-04T14:47:03Z
@mavsil,"Atalarımız aslında bahsettiğiniz durumu çok güzel özetlemiş. &#39;Çok laf yalansız, çok mal haramsız olmaz&#39; diye. doğal olarak çalmadan çırpmadan biyerde dayın olmadan yada birilerini kandırmadan kısa sürede biryerlere gelmek doğa kanunlarına aykırı.",0,2024-11-04T14:14:26Z
@HasanKöprü,👍👍👍,0,2024-11-04T14:00:52Z
@funformatagencyff8853,Aslında şans faktörünün etkisini bizim davranışlarımız artırır ya da azaltır. mesela ilker hocayla bu kadar samimi olmasaydın oda senin bağlantını mahvedemezdi :)),0,2024-11-04T13:51:00Z
@viskicini1178,Asuman zihniyetine son 😂😂,1,2024-11-04T13:43:14Z
@leventc5353,👍,0,2024-11-04T13:34:54Z
@umaru9485,Destek Yorumu,0,2024-11-04T13:32:29Z
@berkankaramanoglu3313,Hocam ya siz haklısınız tabii de:)) İlker hocada çok haklı! Youtube un girdiği yol çok tehlikeli görünüyor.,0,2024-11-04T13:22:27Z
@_YavuzSelim,"hocam fakirliğinizin simgesi ayrık öndişleriniz size çok yakışıyor. kaza ile parayı bulursanız sakın yaptırmayın. ayrıca sexi bile duruyor (inanılmaz değil mi hem fakir hem sexi) sizi seviyoruz hocam <a href=""UCkszU2WH9gy1mb0dV-11UJg/jPgfY5j2IIud29sP3ZeA4Ag""></a>",1,2024-11-04T13:20:36Z
@sametdogru8479,Hocam lütfen kitapta yazdığınız şeyleri videolarda tekrarlamayın sıkıcı oluyor. Bu arada kitabı okuduğumuda belirtmiş oldum :) !,0,2024-11-04T13:12:23Z
@fatihdibek,Bu kadar yara almış biri olarak &quot;oyun teorisi&quot; mantığıyla bizi düdüklemiyorsun inşallah😂 şaka bir yana akşama sepette bekleyen ürünlerime ekleyerek sipariş geçiyorum.,0,2024-11-04T13:12:02Z
@user-x2o1m,Matematik Köyü benzeri bir şey mi kuracaksınız hocam? Kolaylıklar dilerim ❤❤,0,2024-11-04T12:57:06Z
@omerturan4927,"hocam kitap içeriği youtube videolarında anlattığınız şeylerse almayayım o zaman zaten bütün videolarınızı izliyorum, eğer orada konuştuğunuz şeyleri kitaba döktüyseniz almaya gerek yoktur diye düşünüyorum.(sonuçta bizde öğrenciyiz)",0,2024-11-04T12:53:56Z
@alirizacan7337,❤,0,2024-11-04T12:52:10Z
@furkanadal6423,hocanın sakallar bi farklıı,0,2024-11-04T12:37:50Z
@zadorin1,Abi çok iyisin yaaaa. Mükemmelsin . Tam bir kanaat önderisin.,2,2024-11-04T12:31:00Z
@iremacar7991,Hocam emeğinize sağlık ❤❤hep destekçiniz olduk ve hepte olacağız 😊yolunuz açık olsun hocam 🎉,1,2024-11-04T12:14:36Z
@samettt2,Bu bir destek yorumudur (😂Sazova‘daki dondurmacı çocuk),0,2024-11-04T11:55:25Z
@avelmaan,"<a href=""https://www.youtube.com/watch?v=C7NWXPxCQPI&amp;t=175"">2:55</a> Kekeme adama networking yap deniliyor ya 😢",2,2024-11-04T11:44:17Z
@lanetolsuntv,iyi de başarıdan anladığınız ne hocam?,0,2024-11-04T11:34:51Z
@sudenurkomur,"Hocam çok heyecanlı umarım çok güzel olur , mezun olduğumda umarım programınızı kurmuş olursunuz ben de destek olmayı çok isterim..",0,2024-11-04T11:32:05Z
@ahmettaskn6817,Fakir dostu behçet hoca😎,0,2024-11-04T11:20:34Z
@BULENTHISARKAYA,Ağzınıza sağlık hocam,1,2024-11-04T10:55:30Z
@ilahikomedya7234,Hocam sizi çok seviyorum. takdir ediyorum. Ama intihara meyilli görüyorum. aman dikkat edin.,0,2024-11-04T10:53:22Z
@fuldeneceugur1322,"merhaba, kitabın e-kitap versiyonu var mı ya da yoksa onunla ilgili bir çalışma olur mu :)",0,2024-11-04T10:53:08Z
@balpacino7759,Bu kanal 5 milyon abone olmalı 🎉👏👏👏👏👏👏👏,1,2024-11-04T10:40:28Z
@irfanbasar9005,"Hayatta iki tür insan var<br>Biri yaşamak için yer,<br>Diğeri yemek için yaşar.<br>Biri yaşamak için okur,<br>Diğeri okumak için yaşar, <br>Anlayacağın yaşadığın yer kader oluverir…",0,2024-11-04T10:39:03Z
@AyhanFour,Redbill ne zaman yayınlanacak,0,2024-11-04T10:18:54Z
@mericturkmen8736,"Pandora&#39;nın Kutusu hikayesini herkes bilir ama modern anlatımların pek çoğunda hikayenin en can alıcı kısmı silinmeye başladı:<br><br>Pandora kutuyu açtığında bugün başımızda olan kıtlıkları, hastalıkları, insanlığın bugün boğuştuğu bütün belaların insanların dünyasına yayılmasına sebep oldu. Ancak her şey çıktıktan sonra kutunun içinde bir şey kalmıştı, adeta alınmayı bekleyen. Bu, umuttu. <br><br>Zeus&#39;un gönderdiği en büyük bela ne kıtlık, ne hastalık, ne fakirlik, ne de yaşlılıktı. Aslında en kötüsü &quot;bir gün bu durum değişebilir, Zeus bize tekrar gülebilir&quot; umuduydu...<br><br>Yunan Mitolojisinde UMUT, öyle pek de güzel bir kavram değil. UMUT, içinde olduğun kötü durumu bir gün değiştirebileceğine inandırarak insanı yine de çalışmaya, kendini ve etrafını düzeltmeye yönlendirir...",0,2024-11-04T10:18:38Z
@yasinbaturkayseri,Bu videoyu Şirin&#39;e armağan eder misiniz please lütfen 😊,0,2024-11-04T10:17:00Z
@yasinbaturkayseri,Bu videoyu Şirin&#39;e armağan eder misiniz please lütfen 😊,0,2024-11-04T10:16:57Z
@utkuerdogan5033,Anadolu iletişim mezunu 5yıllık memur olarak sanırım daha fazla fakir kalacağım çünkü işi bırakıyorum. 😂😂,0,2024-11-04T09:56:52Z
@nurullahkurtulus7085,Hocam ben şöyle tabir ediyorum. Ben bir bardak çayım. Bardağın içindeyken işlevselim. Bir kovada olsam sadece çöp. Bana düşen çay miktarını arttırmak.,0,2024-11-04T09:51:52Z
@gamzegakkaya,Harika biri. 😇,0,2024-11-04T09:49:46Z
@alidelibas27,hocam pdf ne zamn gelir bi arkadaş soruyor,0,2024-11-04T09:45:52Z
@umutkilinc6901,Bravo hocam,0,2024-11-04T09:26:10Z
@bulentkabal3148,"Destek, tam destek",0,2024-11-04T09:19:44Z
@GG_Muenchen,♥♥♥♥♥♥♥tebrikler hocam,0,2024-11-04T09:10:08Z
@nurullahsonmez6565,hocam ahmet şerif izgören hocayla da bir video olsaydı çok güzel olurdu :),0,2024-11-04T08:37:18Z
@sevgi0308,Kitap storytele de gelsin Lutfeeeen🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻,0,2024-11-04T08:37:04Z
@hasimsarica,😊😊😊,0,2024-11-04T08:29:45Z
@OBEYAZ06,Şans fakirin ekmeğidir.,0,2024-11-04T08:26:17Z
@Rahime4545,Bu ülkenin sizin gibi dürüst bilim insanlarına ihtiyacı var 👏👏,6,2024-11-04T08:20:19Z
@ertanyetginoglu,Şimdi aldım hocam kitabınızı. Heyecanla bekliyorum,1,2024-11-04T08:11:56Z
@uguratas1572,❤,0,2024-11-04T08:09:25Z
@kertenkele7557,kardeş sen de fakiriz fakiriz diyon yağlıyı indiriyon,0,2024-11-04T08:01:39Z
@007aykut,"Hocam cidden bahsettiğiniz o ezikliği, hayvan gibi kurabileceğim network ortamı olmasına rağmen mal gibi sessiz sessiz tek başıma takıldığım bir ortam içindeydim dün. İnsan yetişip büyüdüğü ortamın kabuğunu gerçekten kıramıyor :(",0,2024-11-04T07:52:47Z
@hello-ue1gf,En büyük gerçek ölüm. Bununla ilgili yüzleşmeniz ve geliştirdiğiniz proje nedir,0,2024-11-04T07:50:49Z
@AzizYldz-cr4tl,"Önce totona don al, ondan sonra ders hcm🤣🤣🤣",0,2024-11-04T07:49:45Z
@seckin-uz9di,Hocam ya ne kötü bir insansın. Şimdi kargo beklememek için şehirdeki 5-10 kitapçıyı gezmek zorunda kalacağım :))) bunca işin yoğunluğun arasında gidip kitap almak zorundayım :) hahahahahah...,0,2024-11-04T07:44:06Z
@Havari_iskariot,her zaman arkanızdayız hocam.,1,2024-11-04T07:34:48Z
@yorgunderbeder,Hocam ilginç sarı renkli çorapların linki var mı? Görsel olarak fakirliğime ciddi katkısı olacağını düşünüyorum.,0,2024-11-04T07:20:04Z
@harun_dag,Kolay gelsin,0,2024-11-04T07:13:16Z
@tezcanhncal472,"Üniversite sana dava açmak değil, özür dilemesi gerekir Ben Japonya&#39;da böyle gördüm",0,2024-11-04T07:12:37Z
@hamideylmazer5621,Ya helal olsun yemin ediyorum mükemmelsiniz,1,2024-11-04T07:06:36Z
@tezcanhncal472,Bu kitap kesin alınmalı ama nereden?,0,2024-11-04T06:56:54Z
@ihsanDogancil,"umut tekbaşına bir afyondur  ama yanına hırs ve çalışkanlığı koyarsan bildiğin dinamit olursun! bence saçmalayıyorsun.fakir olurp sıfırı görüp ev araba yazlık alan bir sürü insan var. evet herkes sabancı koç olamaz  ama gerekte yok zaten! Bazı şeylerin doğruluğunu kullanarak gençlerin en önemli sermayesi olan umutlarını elden almaya kalkıyorsun.Evet edam kayırma torpil var ama dediğim gibi sıfırdan pazardan mantar satarak sermaye yapan, işlerini  batıra çıkara biryere gelen insanlarda var. Bunların sayısı az değil.ha ama  dersenki avrupadaki konfor burada yok doğru ancak onlarınki artık tembellik noktasında ve çinli araba firmalarına artık karşı bile koyamıyorlar.VW 3 Fabrika kapatıyor almanyada.",0,2024-11-04T06:55:00Z
@eyupaksu7656,Hocam kızım fen lisesini kazandı lakin matematik türkçe fen ek ders almasa mümkün değil eşim öğretmen okulundaki en çalışkanlar desteksiz en fazla 405 puan alabilmiş eğitim malesef bu dediğiniz gibi devlet eğitimi ile fen lisesi çok zor😟,0,2024-11-04T06:42:48Z
@egemenkocaslan9383,bBiz fakirler :),0,2024-11-04T06:42:13Z
@halilunal9341,Teşekkürler hocam,0,2024-11-04T06:38:28Z
@ferdiisik2583,Umut fakirin ilacı,0,2024-11-04T06:31:04Z
@alikemalbulut2746,Torpiiiilll Tanıdıkk ..:D:D:D,0,2024-11-04T06:28:02Z
@irfanozcan7277,Günaydın güzel insan ❤,1,2024-11-04T06:25:30Z
@haydarsayin9223,"Hocam, asgari ücretle çalışanlar ve emekliler fakir olarak tanımlanabilir. Bu iki grubun toplam oy miktarı mevcut iktidarı değiştirmeye yeter de artar bile. Ama yarın seçim olsa mevcut cb nin oy oranı %40 imiş anketlere göre. Yani fakir fakirliginden rahatsız görünmüyor.",0,2024-11-04T06:00:47Z
@Hayalperes12345.,"Hocam , 22 yaşındayım  erken den  gerçekleri bize anlatığınız için teşekkürler. (👏👏👏👏🫶🫶🫶🫶🫶🫶🥰🥰🥰🥰)",0,2024-11-04T05:56:00Z
@Enginkoçak-y1i,hocam siyasete bulaşmıyorsun farkındayım lakim 16 yaşındaki bir genci 100% kusurlu olduğu halde bir saltanat mensubu zehra kınık araba çarparak öldürdü ve inanamıyacaksınız berki ama 1 gün dahi hapis yatmadı babası ali kınık depremde kızılay çadırlarını satan kızılay başkanı idi lütfen bunu haber yapın adalet olamadıkca toplum olarak yozlaşıyoruz.,0,2024-11-04T05:50:21Z
@huseyindogan826,👍,0,2024-11-04T05:18:43Z
@huseyincoskun9220,"Kanalın gelirini de, kitabın gelirini de cebine atabilirsin, çünkü çalışarak haketmişssin...Orada bile bi eziklik hissediyorsun :)))<br><br>Türkcell in bi reklamı vardı eskiden, kazakistana açılıyolardı o dönem, &quot; Kazakistanı da mı sen kurtarıcan be  cello&quot; diyolardı...aynı şeyi sanki siz yapmaya çalışıyosunuz. Memleketi kurtarmak için mecliste koltuğu olan, dokumulmazlığı olan, kaymaklı maaş alan, süper emekli olanlar uğraşmıyor, sende boşver gitsin, ye, iç, yat. Çocuk kesin yap. Kariyer zaten yapmışsın :)) milletin derdi bi tek seni germesin..",0,2024-11-04T05:01:57Z
@vuralkartal10,Teşekkürler,0,2024-11-04T04:48:33Z
@turkansasmaz6702,Hocam saati 1500 liraya psikolog kalmadi. Su an 3bin lira. Yer Izmir.,0,2024-11-04T04:38:52Z
@rizasogat5793,Benim anlamadığım torpil yapıp zengin olmaya mı çalışalım yoksa torpilsiz başarılı olacağız diye doğrunun mu peşinde koşalım? Bak şimdi kafamı karıştırdın hocam. Bu arada yetiştireceğiz kişileri seçerken torpil olacak mı?🤔,0,2024-11-04T04:30:40Z
@altanyuksel9654,😀😀,0,2024-11-04T04:26:03Z
@enessarili8614,"Matrix deki morpheus gibisiniz hocam .<br>gerçeği mi yoksa yatağında rüyada kalmayı mı istersin diye teklifte bulundunuz .<br>Ben, bir o kadar  acılarla dolu olsada gerçeği seçtim",0,2024-11-04T03:20:15Z
@hdmrk,"Hocam psikolojiniz bozulmuş, 1 yıl ara verip kafa dinleyin",0,2024-11-04T01:28:51Z
@enestemur4964,gerçekten fakir ruhlu olan nsanlar kitabı almak yerine zurna dürümünü yer hocam.,0,2024-11-04T01:05:40Z
@Nefisepriv,Sıcak huzurlu ortam ve soğuk gerçekler,0,2024-11-04T00:34:23Z
@BeratKatrc,"Yolda yürürken tek başına konuşulan, iç dökülülen videolardan, 3 kamera ile çekilen, tüm konuşmaların hazır, gülüşlerin samimiyetsiz olduğu videolara. Lütfen bozma",0,2024-11-04T00:21:37Z
@okanx4737,"1 kımıl zararlısı 30 ila 40 civarında tanıdığını torpille işe sokma kapasitesine sahiptir. Bunu özel sektör tecrübesi olarak söylüyorum. Aslında özel sektör kımıl zararlısını bir şekilde temizlemeyi beceriyor, bazen geç ve çok hasar verdikten sonra bile olsa. Patron, kımıl çetesi tarafından soyulduğunu daha kolay fark eder, kurumsal firmalarda biraz uzun sürer. Mesela şahsi tecrübemde 400 kişilik yabancı firmaya 40 akrabasını sokan kişinin kadrosunu, yurtdışındaki yöneticiler geç de olsa soyulduklarını fark ettikten sonra gelip temizlik yapmışlar ve o kadrodan 1 kişi dahi bırakmamışlardı. Ama devletlerde işler böyle yürümüyor. Nazi Almanyası sonrası, nazilerin bir kısmını tutuklayacağına devlette görev vermişler çünkü o zamanki şartlarda onların işini yapacak başka adam yokmuş. Sanıyorum bizdeki garabetin başka örneği yok yani.<br> Bu arada , kendi hikayeni yazma çözümü, çok bilgece bir yaklaşım. Umarım devamı gelir. Çünkü her konuda yazılmış bir kitap, video olsa da bu konuyla ilgili bir kitap bir video yok. Elbette parça parça, doğru, yanlış çok şey var ama ortaya bir formül koyan bir kitap yok. Daha önce yazanlar edebiyatçılar, filozoflar vs. ucu açık, yoruma açık, tartışmalı konular. Yani kendi hikayeni yazacaksın da, nasıl yazacaksın? Herkes için farklı, değişken bir konu diye bakılıyor, böyle olunca da belirsizlik ortaya çıkıyor ve herhangi bir çözüm sunulmuyor. Oysa bu çözümü bir bilim adamı yazmalı, bir matematik formülü gibi, tartışmasız, doğa kanunu gibi şaşmaz kuralları koyan biri.",0,2024-11-04T00:15:43Z
@algansph,Zurna dürüm VS. Doç. Osman,0,2024-11-03T22:53:56Z
@canerutku1054,"<a href=""https://www.youtube.com/watch?v=C7NWXPxCQPI&amp;t=824"">13:44</a> hocadan ogrendigim en iyi bilgi.",0,2024-11-03T22:50:27Z
@sentinelx4,Babişko hocam ne zaman sivil darbe yapiyoruz?,0,2024-11-03T22:49:28Z
@selahattinZKN,"Siz adamsınız hocam. <br>Tedx ten beridir sizi takip ediyorum, favorim ve saygı duyduğum hocalardan birisiniz. Gerçekten mükemmel bir insanız. ❤",3,2024-11-03T22:42:15Z
@VolI-jj2de,"Bana göre bu sistem, tüm insanlığı çökertmek için tasarlanmış bir düzen gibi. Doğduğumuz andan itibaren, insanları maddi başarı üzerinden etiketleyen bir yapının içindeyiz. Hayatlarımız bu başarıları elde etme çabalarımızla değerlendiriliyor. Ancak bazı ahlaksız bireyler, bu düzene dayalı bir algoritma ve yanılsama oluşturarak bu başarıya ulaşmak isteyen insanları yanlış yönlendiriyor, onların başarısız olmalarına neden oluyor. Bu şekilde insanların inançları sarsılıyor, tüm emeklerinin ve çabalarının boşa gittiğini gören insanlar, hem psikolojik olarak yıpranıyor hem de maddi ve manevi anlamda duyarsızlaşıyor. Böylece, aslında çok daha başarılı olabilecek kişileri saf dışı bırakıyorlar. Bu sistem, gerçekten ahlaksız insanlara alan açarken, dürüst çabaları yok ediyor gibi görünüyor. Neye inandığınız ile ilintili olmadan maddeselleşen insanın başarısını sadece madde ile kıyaslayıp ona aşılmaz engeller koyduğunuzda onun inancını çok rahat kırabiliyor veya kendi saflarına çok kolay katıyorlar!",0,2024-11-03T22:29:03Z
@heaydin,"44 yaşındayım ve Avustralya’da yaşıyorum. Kitapta yazılanların üç aşağı beş yukarı ne olduğunu tahmin edebiliyorum ama tabii ki de bilmediğim bir şey varsa öğrenmek ve destek olmak amacıyla kıtabı satın alacağım. Sizlere daha kötü bir haberim var. Bu sadece Türkiye’ye özgü bir durum değil. İşim gereği pek çok farklı kıtadaki farklı ülkelerde bulundum. “Birini tanıyor olmak” en önemli şey. Burada da liyakatsizliğin pek çok örneği, ne yazık ki var. Tabii ki de Türkiye’de olduğu gibi devasa boyutlarda değil. Enseyi de karartmayalım, bir çıkış yolu her zaman var.",3,2024-11-03T22:19:34Z
@keremNY,Hayatı korkmadan anlatan  insansınız saygılar,1,2024-11-03T22:13:02Z
@hanswolf6447,Kitabı Almanyadan almak gibi bir şansımız varmı? Yoksa oraya kadar gitmişsen sen okumasan da olur mu diyorsunuz? (Son soru ironik),2,2024-11-03T22:02:46Z
@mantilya,Hocam da &quot;&quot;Red Pill&quot;&quot; ci olmuş :D,0,2024-11-03T21:47:12Z
@serkangunes9987,Hocam kitap D&amp;R da bulamadım hangi kitapçılarda var bu,0,2024-11-03T21:12:31Z
@melekoztunc8120,ne yazsam ne desem bilemedim ama süperrrr süperrrr süpersinizzzz hocammm👏👏👏,0,2024-11-03T21:09:32Z
@yaseminbyzlts603,Tüm bunların yanında bu ülkede kadın çalışan olmanın zorlukları da biz kadınlar açısından büyük artı bir dezavantaj ne yazık ki...,0,2024-11-03T21:06:23Z
@yaseminbyzlts603,"Fakir bir avukat olarak yazıyorum 🙂 bu söylediklerinizin tamamı, bizim mesleğimizde sonuna kadar etkileri hissedilen unsurlar. Gençliğimizde bilmiyorduk tabii ki. İdealist duygularla başladık işe. Hak için adalet için. Hani ülkenin hukuk sisteminin içinde bulunduğu içler acısı hal bir tarafa, emekli bir devlet memurunun çocuğu olarak zaten zengin bir çevremizin olması pek mümkün olamadı 🙂 sürekli tayinle geçen yıllarda zengin olmasından geçtim kalıcı bir çevremiz bile olamadı. Torpil zaten yok 😂 şans hepten yok 🤣 neticede meslekte geçen 17 yılın sonunda dönüp arkama baktığımda hata yaptığımı net olarak görüyorum. Ama zamanı geri de alamayacağıma göre buradan hiç olmazsa avukat olmak isteyen gençler varsa onlara naçizane bir tavsiyem olsun. Eğer çevreniz ve şansınız yoksa bir ofiste maaşlı çalışırım düşüncesiyle bu işe hiç başlamayın derim. Ama tabii ki takdir siz gençlerin 😊",0,2024-11-03T20:39:41Z
@timurjanrenan,👏🏼👏🏼🙏🏼🙏🏼,0,2024-11-03T20:38:38Z
@armagananlagan,Bilim projeniz için size ulaşmak istiyorum. Yardımcı olur musunuz?,0,2024-11-03T20:38:20Z
@MrKrutzo,"Basit bir mmo oyununda bahsettiğiniz her şeyi deneyimleyebilirsiniz para vermeden para verenler ile mücadele, rng(random number generator yani şans) ve tanıdık, çevre etkisinin getirdiği rahatlık ve etki rüzgarı",0,2024-11-03T20:30:24Z
@yaseminbyzlts603,"Söylediklerinizin tamamında çok haklısınız hocam. Özellikle çevre ve şans konusunda. Siz videonun başında henüz şanstan bahsetmemişken ben size &quot;Şans hocam şans insan da şans da olacak.&quot; diyordum 😂 ki siz zaten videonun devamında şansı da çevre ve  torpilin yanına eklediniz. Ben bu anlattıklarınızın hepsini kendi hayatımda bizzat tecrübe ettim ve gördüm. Çevremiz, torpilimiz ve şansımız olmadığı için heba olan potansiyelimize üzülmekten başka bir şey gelmiyor elimden. Bu kadar imkansızlık içinde bile bir şeyler başarmışken çevre, torpil ve şans üçlüsüyle hayata başlayabilmiş olsaydık kim bilir neleri başarabilirdik bunu düşünmek de insanı üzüyor ama yapacak bir şey yok durumu kabul etmekten başka 🙁",0,2024-11-03T20:27:24Z
@filizbilge5244,Hocam emeğinize sağlık kitabınızı seve seve alacağım . Bir ara bankta durakta okunan kitabı bırakma eylemi vardı. Böyle birkaç kitabı alıp kalabalık yerlerde üstüne not koyup bırakmak istiyorum 🥰 Gençlik okusun diye,0,2024-11-03T20:27:17Z
@peace1withnature,"Sıkı bir hayatım olmasaydi kesinlikle sizin kanalinizdan bir fan hesabi acardim.Sırf para veya ün icin degil.Bir kisi bile olsa elinden tutup gerçekleri göstermeyi o kadar isterim ki.Siz bunun binlercesine hitap ediyorsunuz hocam.Umarim aklinizda ki bütün hedefleri yaparsınız.İnanıyorum çünkü sizde &quot; yalan,torpil,sahtekârlık&quot; gibi seyler asla yok.",1,2024-11-03T20:23:55Z
@dazai209,En iyisi tarım. 20 dönüm zeytin ekin kendinize. Çok rahatlatır sizi 5-6 yıl sonra.,5,2024-11-03T20:19:48Z
@TheUfukjason,"Alacağım, merakla bekliyorum, güzel bir farkındalık yaratacak ve &#39;&#39;kendimi suçlamayı bırakacağım&#39;&#39;",5,2024-11-03T20:19:44Z
@ahmetsaglam09,"Fakire dava açılır, zenginin hakkında iddianame hazırlanır.",9,2024-11-03T20:12:49Z
@murat8194,Yaşasın fakirler ve fakirlik.,0,2024-11-03T20:10:13Z
@mervenuryapar7869,Hocam yine tek konusmanıza rağmen dertleşiyor gibi hissettim. Sosyoloji öğrencisi olarak söylediklerinize katılıyorum,4,2024-11-03T20:05:12Z
@mustancu,Hocam emailime dönmediniz,0,2024-11-03T20:01:02Z
@mustafaarduc4761,Bilmediğimiz bir şey anlatmayan karamsar yorumlar...O kadar olumsuzluğa rağmen Prof olmuş birisin hocam.Bilmediğimiz bir şey söylemiyorsun hocam.Bu kadar karamsarsın gençler ne yapacak? H indexine bakıyorum atıf sayına bakıyorum yerlerde...Yakında kişisel gelişimden yolunu bulursun..Tipik önce güven ver sonra pazarlama yap teknikleri..,0,2024-11-03T20:00:14Z
@ahmetyalcnkaya8605,hocam şans en az çalışmak kadar hatta daha önemli falan gibi şeyler söylüyorsunuz ancak bunu bilmemizin ya da düşünmemizin faydası ? herkesin doğrularal yüzleşmesi ve kendini hazırlaması gerekir ama siz sadece negatif yanlardan ve hayal kırıklıklarından bahsediyorsunuz e peki biz ne yapacağız?,0,2024-11-03T19:57:14Z
@nuca307,Hocam hayalim olan hava harp okulundan 2014 te ön sağlıktan elendim. Hayatım başıma yıkıldı. Her uçak geçtiğinde geriliyorum. Daha geçenlerde de böyle bir rhatsızlığım olmdığını öğrendim. Orası olmayınca 1 sene daha hazırlanıp inşaat mühendisliğini yazdım. Okudum bitirdim ama gönlümden geçmedi. Çünkü hayalim bu değil. Aldığım eğitimin kötülüğü de beni korkuttu. Ne tam bir program öğretildi ne de proje okuma. Proje okumayı stajlarda ustalardan çatpat öğrenmeye çalıştım. Diğer yönden mühendis ayak altına düştü. Ustaya laf edemezsin patronun yanlışını söyleyemezsin. İmza at geçe döndü olay. Başka şeyler denedim ama olmadı. Şimdiler de tekrar mesleğime döneyim diyorum ama hala korkuyorum. Hayalim olan hava subaylığınıda unutmuş değilim. Ne yapacağımı bilmez bir şekilde boşlukta ilerliyorum,0,2024-11-03T19:56:34Z
@bulentlara4444,1000 kisİye yolladım hocam videoyu.. seviliyorsun..,0,2024-11-03T19:53:30Z
@mustafacizmecioglu5355,Başarılarınızın devamı dileğiyle sayın hocam,1,2024-11-03T19:37:18Z
@muhammetgokoz2726,Hocam  videonu dikkatle dinlemeye calistim ancak  faullerin bir fakire yakismamis sanki dikkatimi cok dagitti kesmeni tavsiye ediyorum eniyisini sen bilirsin 😊,0,2024-11-03T19:31:08Z
@sevendayyy,Met den sonra ruh halim😅😅😅😅,0,2024-11-03T19:24:54Z
@SultanÖzdemir-z9t,Hocam 2.kitap ne zaman geliyor?,0,2024-11-03T19:24:21Z
@salihyildiz6177,Hocam konudan bağımsız olarak merak ediyorum da: Rdr2&#39;de npc kovaladığını söyleyen bir hocamız vardı. Nerede o şimdi? Uzun zamandır görünmüyor sanki. (Merve hoca mıydı Hazal hoca mıydı adını hatırlayamadım.),0,2024-11-03T19:23:39Z
@mustafakara2894,👍👍👍👍👍👍👍👍👍👏👏👏👏👏👏👏,0,2024-11-03T19:21:12Z
@Awareyim,"Kısıtlı olanaklarla tıp okumuş ve şimdi bir üniversitede ogretim üyesi olarak şunu diyebilirim, çalışan her zaman kazanır ama şans faktörü, olanaklar ve network belki bu süreci kolaylaştırır veya çıtanın yükselmesini sağlar. Ama çalışmadan başarı imkansiz, en azından benim kistaslarima göre...",0,2024-11-03T19:20:19Z
@Pearlboy0_0,İlker hocaya laf ettirmem burayı TİKTOKTA çevirmeyin,1,2024-11-03T19:19:16Z
@enginmutlu,Destek+,0,2024-11-03T19:16:08Z
@YusufElkoca,Yuzdee yuz haklisiniz. Istanbul bagcilardan cikip ingilterenin iyi okulunda doktora yapsaniz bile network ve sansiniz olmadan iyi bir yerlere Turkiyede varmaniz zor,0,2024-11-03T19:15:09Z
@oguz-kagan,arkadaki çamaşır kurutmalık harika uymuş.,0,2024-11-03T19:14:02Z
@songulbaynal2235,Bu ülkeden tam umudumu kesiyorum sonra sizi hatırlıyorum. Yüzüm gülüyor. İyiki varsınız hocam.,8,2024-11-03T19:11:12Z
@inanoduncu9257,"Ülke toplumsal değil, bireysel  yapı üzerine kurulmuş. Sorun ☝️ değil , 👇. The Opportunism!🎉 Bir de herkesin dilinde pelesenk  &quot; allah yardımcımız olsun&quot;  kafanın içine yerleştirilmiş son teknolojik beyni , birde üstüne özgür irade vermiş. Ama nedense, hep yetersiz bakiye, hep yetersiz bakiye.😂😂🤣",0,2024-11-03T19:11:04Z
@iskefiyeli,hocam pdf ya da kaçak yayın yok mu,0,2024-11-03T19:01:32Z
@keremerdogan3426,Gördüğüm en iyi kitap tanıtımı 🤣(çamaşır askılığı).,0,2024-11-03T18:58:56Z
